SubjectArea,Subject,Band,Unit,UnitASCode,AreaofStudy,Outcome,OutcomeCode,ExampleType,ContentType,ExampleText,ParentText,URLTitle,URL,Sequence
Science,Biology,Year 11,Unit 1,VCEBIU1AS2,Area of Study 2 - How do plant and animal systems function?,Outcome 2,VCEBIU1AS2O2KK,Activity,Bullet,Consider the misconceptions about type 1 diabetes (ABC). Select one or more misconception and suggesting why people might have these misconceptions; then debunk the myths using relevant biological information. Develop questions for research and communicate findings for a specific audience.,,,,17
Science,Biology,Year 11,Unit 1,VCEBIU1AS2,Area of Study 2 - How do plant and animal systems function?,Outcome 2,VCEBIU1AS2O2KK,Activity,Bullet,"Consider how marine snail venom, which is made of a fast-acting insulin protein, might be used to treat diabetes (WEHI, ScienceDaily). Collaboratively consider and document plausible recommendations, based on biological understandings. Consider what is known and what needs to be researched. Compare Australia and / or selected worldwide data of incidence of type 1 diabetes. Evaluate data, draw and justify conclusions for finding treatments for diabetes (AIHW, IHME Viz Hub).",,,,18
Science,Biology,Year 11,Unit 1,VCEBIU1AS2,Area of Study 2 - How do plant and animal systems function?,Outcome 2,VCEBIU1AS2O2KK,Activity,Bullet,"Elicit prior knowledge by writing and / or drawing answers (predict) to posed questions regarding type 1 diabetes (knowledge of what it is, what causes it and how it is managed). Consider and discuss what tissues, organs and systems of the body are impacted; what malfunction is occurring; what causes blood glucose to change; how blood glucose is regulated in the body; what happens at a cellular level in people with diabetes and without diabetes. In groups, discuss the answers and view (observe) information and research type 1 diabetes (Diabetes Australia, Garvan, WEHI) to modify answers accordingly, using multimodal representations. Explain these answers, using biological terminology from the key knowledge.",,,,19
Science,Biology,Year 11,Unit 1,VCEBIU1AS2,Area of Study 2 - How do plant and animal systems function?,Outcome 2,VCEBIU1AS2O2KS,Activity,Bullet,"Evaluate a range of scientific and media texts (including audio) about Grave's Disease and hyperthyroidism (Thyroid Foundation) to provide background information, draw stimulus-response models, negative feedback loops and associated organ structures to demonstrate regulation of thyroid hormones. Modify the models and loops to demonstrate the impact of malfunctions of homeostasis. Using the models and loops, consider a home remedy for hyperthyroidism and use reasoning to draw and justify a conclusion regarding the use of the home remedy. This activity may be repeated for regulation of body temperature and water balance.",,,,20
Science,Biology,Year 11,Unit 1,VCEBIU1AS2,Area of Study 2 - How do plant and animal systems function?,Outcome 2,VCEBIU1AS2O2KK,DetailedExample,Paragraph,"How can drought resistant crops be identified? Comparison and evaluation of biological concepts, methodologies and findings.",,,,21
Science,Biology,Year 11,Unit 1,VCEBIU1AS2,Area of Study 2 - How do plant and animal systems function?,Outcome 2,VCEBIU1AS2O2KK,DetailedExampleStep,Paragraph,"As adapted from 'Observing transpiration', 'Stomata leaf peel' and 'Preparing a leaf epidermal peel' (GRDC, GTAC).",,,,22
Science,Biology,Year 11,Unit 1,VCEBIU1AS2,Area of Study 2 - How do plant and animal systems function?,Outcome 2,VCEBIU1AS2O2KK,DetailedExampleStep,Paragraph,Aim,,,,23
Science,Biology,Year 11,Unit 1,VCEBIU1AS2,Area of Study 2 - How do plant and animal systems function?,Outcome 2,VCEBIU1AS2O2KK,DetailedExampleStep,Paragraph,Explore the concept of transpiration by creating a controlled environment by which this process can be monitored and measured (Part A).,,,,24
Science,Biology,Year 11,Unit 1,VCEBIU1AS2,Area of Study 2 - How do plant and animal systems function?,Outcome 2,VCEBIU1AS2O2KS,DetailedExampleStep,Paragraph,Compare the epidermal cellular structures (such as stomata) from the leaves of different wheat varieties. Suggest which might be best for a low rainfall environment (Part B).,,,,25
Science,Biology,Year 11,Unit 1,VCEBIU1AS2,Area of Study 2 - How do plant and animal systems function?,Outcome 2,VCEBIU1AS2O2KK,DetailedExampleStep,Paragraph,Key science skills,,,,26
Science,Biology,Year 11,Unit 1,VCEBIU1AS2,Area of Study 2 - How do plant and animal systems function?,Outcome 2,VCEBIU1AS2O2KS,DetailedExampleStep,Paragraph,"Identify, inform and teach students the relevant Unit 1-4 Biology Key science skills that are embedded in the task.",,,,27
Science,Biology,Year 11,Unit 1,VCEBIU1AS2,Area of Study 2 - How do plant and animal systems function?,Outcome 2,VCEBIU1AS2O2KK,DetailedExampleStep,Paragraph,Introduction,,,,28
Science,Biology,Year 11,Unit 1,VCEBIU1AS2,Area of Study 2 - How do plant and animal systems function?,Outcome 2,VCEBIU1AS2O2KK,DetailedExampleStep,Paragraph,"Most wheat cropping in Australia relies on rainfall because there is no option for irrigation or it is too expensive for larger scale farms. Australian grain growers regularly check weather updates from the Bureau of Meteorology. Farmers need the rain to fall at the right time and in the right place. Unfortunately, due largely to climate change, Australian farming areas are being plagued by periods of low rainfall, hot weather, dry winds and drought. In these conditions, plants can struggle to grow, survive and reproduce.",,,,29
Science,Biology,Year 11,Unit 1,VCEBIU1AS2,Area of Study 2 - How do plant and animal systems function?,Outcome 2,VCEBIU1AS2O2KK,DetailedExampleStep,Paragraph,"Water movement throughout a plant is essential to its ability to grow, survive and reproduce. In a farming system, growers are keen for the plant to use every millimetre of water. From a scientific point of view, they want to offer farmers a variety that has the best adaptive traits possible. The CSIRO (ECOS) has found plants that, with adaptations, are higher yielding under drought conditions and better at maintaining growth. This is reflected in the fact that they keep their stomata open longer when stressed during flowering. Sensitive plants close those stomata quickly under stress and stop growing. Stomata control transpiration of water and photosynthesis and thereby regulate growth and grain production.",,,,30
Science,Biology,Year 11,Unit 1,VCEBIU1AS2,Area of Study 2 - How do plant and animal systems function?,Outcome 2,VCEBIU1AS2O2KK,DetailedExampleStep,Paragraph,Transpiration is the process by which plants lose water. Plants collect water from the soil through their root hairs via a process of osmosis. The water then travels up through the plant to the leaves where it is lost as the water diffuses into the surrounding air.,,,,31
Science,Biology,Year 11,Unit 1,VCEBIU1AS2,Area of Study 2 - How do plant and animal systems function?,Outcome 2,VCEBIU1AS2O2KK,DetailedExampleStep,Paragraph,On the outer layer of the leaf of a plant are microscopic holes called 'stomata'. Stomata control gas exchange and water loss by opening and closing. They are of particular interest to plant breeders because plants with smaller or fewer stomata tend to have lower levels of evaporation.,,,,32
Science,Biology,Year 11,Unit 1,VCEBIU1AS2,Area of Study 2 - How do plant and animal systems function?,Outcome 2,VCEBIU1AS2O2KK,DetailedExampleStep,Paragraph,Part A: Investigating transpiration using a controlled experiment,,,,33
Science,Biology,Year 11,Unit 1,VCEBIU1AS2,Area of Study 2 - How do plant and animal systems function?,Outcome 2,VCEBIU1AS2O2KK,DetailedExampleStep,Paragraph,Equipment,,,,34
Science,Biology,Year 11,Unit 1,VCEBIU1AS2,Area of Study 2 - How do plant and animal systems function?,Outcome 2,VCEBIU1AS2O2KK,DetailedExampleStep,Paragraph,"2 x clear measuring cylinders
Square of cardboard
Small cuttings of plant(s) (preferably crop plants - wheat, rye, corn, sunflower, beans, peas, radishes, lettuce, any other vegetable)
Blue Tack
Water
Scissors
Timer
Pen",,,,35
Science,Biology,Year 11,Unit 1,VCEBIU1AS2,Area of Study 2 - How do plant and animal systems function?,Outcome 2,VCEBIU1AS2O2KK,DetailedExampleStep,Paragraph,Method,,,,36
Science,Biology,Year 11,Unit 1,VCEBIU1AS2,Area of Study 2 - How do plant and animal systems function?,Outcome 2,VCEBIU1AS2O2KK,DetailedExampleStep,Bullet,Make a hole in the centre of the cardboard big enough for the stem. Put the stem of the cutting through this hole and seal the remaining space with Blue Tack.,,,,37
Science,Biology,Year 11,Unit 1,VCEBIU1AS2,Area of Study 2 - How do plant and animal systems function?,Outcome 2,VCEBIU1AS2O2KK,DetailedExampleStep,Bullet,Fill one cup with water and mark the water level with a pen. Put the bottom of the cutting in the water and place the second cup over the top of the leaves of the plant.,,,,38
Science,Biology,Year 11,Unit 1,VCEBIU1AS2,Area of Study 2 - How do plant and animal systems function?,Outcome 2,VCEBIU1AS2O2KK,DetailedExampleStep,Bullet,Place in the sun and observe for 20 minutes.,,,,39
Science,Biology,Year 11,Unit 1,VCEBIU1AS2,Area of Study 2 - How do plant and animal systems function?,Outcome 2,VCEBIU1AS2O2KK,DetailedExampleStep,Bullet,Record your observations.,,,,40
Science,Biology,Year 11,Unit 1,VCEBIU1AS2,Area of Study 2 - How do plant and animal systems function?,Outcome 2,VCEBIU1AS2O2KK,DetailedExampleStep,Paragraph,Discussion questions/suggested annotations when report writing in the logbook,,,,41
Science,Biology,Year 11,Unit 1,VCEBIU1AS2,Area of Study 2 - How do plant and animal systems function?,Outcome 2,VCEBIU1AS2O2KK,DetailedExampleStep,Paragraph,"A series of four to six graded questions that address the data and the implications of the relationship for cell survival should be set for students to answer in their logbook, for example:",,,,42
Science,Biology,Year 11,Unit 1,VCEBIU1AS2,Area of Study 2 - How do plant and animal systems function?,Outcome 2,VCEBIU1AS2O2KS,DetailedExampleStep,Paragraph,"Identify - What are the dependent, independent and controlled variables in your investigation?",,,,43
Science,Biology,Year 11,Unit 1,VCEBIU1AS2,Area of Study 2 - How do plant and animal systems function?,Outcome 2,VCEBIU1AS2O2KK,DetailedExampleStep,Paragraph,Explain - What did you observe? What percentage of water was taken up by the plant? Explain the observations in terms of osmosis and transpiration.,,,,44
Science,Biology,Year 11,Unit 1,VCEBIU1AS2,Area of Study 2 - How do plant and animal systems function?,Outcome 2,VCEBIU1AS2O2KS,DetailedExampleStep,Paragraph,Apply - Which plants would be recommended as crops? Support your claims with evidence.,,,,45
Science,Biology,Year 11,Unit 1,VCEBIU1AS2,Area of Study 2 - How do plant and animal systems function?,Outcome 2,VCEBIU1AS2O2KS,DetailedExampleStep,Paragraph,Propose - What further tests could be performed to investigate transpiration rates in plants? Outline a method for a further test.,,,,46
Science,Biology,Year 11,Unit 1,VCEBIU1AS2,Area of Study 2 - How do plant and animal systems function?,Outcome 2,VCEBIU1AS2O2KK,DetailedExampleStep,Paragraph,Part B: Investigating stomata using a controlled experiment,,,,47
Science,Biology,Year 11,Unit 1,VCEBIU1AS2,Area of Study 2 - How do plant and animal systems function?,Outcome 2,VCEBIU1AS2O2KK,DetailedExampleStep,Paragraph,Investigate stomatal aperture from three different plant varieties.,,,,48
Science,Biology,Year 11,Unit 1,VCEBIU1AS2,Area of Study 2 - How do plant and animal systems function?,Outcome 2,VCEBIU1AS2O2KK,DetailedExampleStep,Paragraph,"Procedure
Stomata may be isolated and viewed under a light or digital microscope using a variety of methods, including using nail polish and sticky tape or peeling a thin epidermal layer from the leaf.",,,,49
Science,Biology,Year 11,Unit 1,VCEBIU1AS2,Area of Study 2 - How do plant and animal systems function?,Outcome 2,VCEBIU1AS2O2KK,DetailedExampleStep,Paragraph,"Results
Draw and label any points of stomata difference between the varieties and between the top and bottom of the leaf. Clearly label the stomata, guard cells and any other organelles you see.",,,,50
Science,Biology,Year 11,Unit 1,VCEBIU1AS2,Area of Study 2 - How do plant and animal systems function?,Outcome 2,VCEBIU1AS2O2KS,DetailedExampleStep,Paragraph,"Describe the stomatal aperture, describing the appearance of guard cells.",,,,51
Science,Biology,Year 11,Unit 1,VCEBIU1AS2,Area of Study 2 - How do plant and animal systems function?,Outcome 2,VCEBIU1AS2O2KK,DetailedExampleStep,Paragraph,Explain why the lower epidermis of a leaf has more stomata than the upper epidermis.,,,,52
Science,Biology,Year 11,Unit 1,VCEBIU1AS2,Area of Study 2 - How do plant and animal systems function?,Outcome 2,VCEBIU1AS2O2KK,DetailedExampleStep,Paragraph,Which variety had the most stomata?,,,,53
Science,Biology,Year 11,Unit 1,VCEBIU1AS2,Area of Study 2 - How do plant and animal systems function?,Outcome 2,VCEBIU1AS2O2KK,DetailedExampleStep,Paragraph,Discussion questions/suggested annotations when report writing in the logbook,,,,54
